[07:42:55] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[21:55:25] OCR Snapshot: 6.8946 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.45%
[21:56:34] OCR Snapshot: 6.8946 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.45%
[21:57:44] OCR Snapshot: 6.8946 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.45%
[21:59:03] OCR Snapshot: 6.8946 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.45%
[22:00:13] OCR Snapshot: 6.8946 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.45%
[22:01:22] OCR Snapshot: 6.8946 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.45%
[22:02:34] OCR Snapshot: 6.8863 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.57%
[22:03:44] OCR Snapshot: 6.8863 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.57%
[22:04:56] OCR Snapshot: 6.8863 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.57%
[22:06:05] OCR Snapshot: 6.8959 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.43%
[22:07:16] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:08:26] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:09:35] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:10:44] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:11:53] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:13:02] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:14:13] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:15:24] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:16:33] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:17:43] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:18:52] OCR Snapshot: 6.8872 | USD/KZT: 459.45 | FRHC: (Live:150.99, Pre:N/A, Post:N/A) | Calculated: 6.9373 | Diff: 0.72%
[22:20:03] OCR Snapshot: 6.9101 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.46%
[22:21:12] OCR Snapshot: 6.9101 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.46%
[22:22:23] OCR Snapshot: 6.9101 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.46%
[22:23:31] OCR Snapshot: 6.9101 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.46%
[22:24:40] OCR Snapshot: 6.9101 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.46%
[22:25:48] OCR Snapshot: 6.9193 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.33%
[22:26:57] OCR Snapshot: 6.9193 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.33%
[22:28:06] OCR Snapshot: 6.9193 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.33%
[22:29:14] OCR Snapshot: 6.9193 | USD/KZT: 459.45 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9419 | Diff: 0.33%
[22:30:22] OCR Snapshot: 6.9193 | USD/KZT: 460.00 | FRHC: (Live:151.09, Pre:N/A, Post:N/A) | Calculated: 6.9502 | Diff: 0.44%
[22:31:30] OCR Snapshot: 6.9193 | USD/KZT: 460.00 | FRHC: (Live:151.50, Pre:N/A, Post:N/A) | Calculated: 6.9691 | Diff: 0.71%
[22:32:39] OCR Snapshot: 6.9353 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.57%
[22:33:47] OCR Snapshot: 6.9353 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.57%
[22:34:56] OCR Snapshot: 6.9353 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.57%
[22:36:04] OCR Snapshot: 6.9353 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.57%
[22:37:12] OCR Snapshot: 6.9353 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.57%
[22:38:20] OCR Snapshot: 6.9353 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.57%
[22:39:29] OCR Snapshot: 6.9353 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.57%
[22:40:37] OCR Snapshot: 6.9348 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.58%
[22:41:45] OCR Snapshot: 6.9348 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.58%
[22:42:53] OCR Snapshot: 6.9348 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.58%
[22:44:02] OCR Snapshot: 6.9348 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.58%
[22:45:11] OCR Snapshot: 6.9348 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.58%
[22:46:21] OCR Snapshot: 6.9449 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.43%
[22:47:30] OCR Snapshot: 6.9449 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.43%
[22:48:38] OCR Snapshot: 6.9193 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.80%
[22:49:47] OCR Snapshot: 6.9193 | USD/KZT: 460.00 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9751 | Diff: 0.80%
[22:50:55] OCR Snapshot: 6.9375 | USD/KZT: 460.06 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9760 | Diff: 0.55%
[22:52:04] OCR Snapshot: 6.9375 | USD/KZT: 460.06 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9760 | Diff: 0.55%
[22:53:12] OCR Snapshot: 6.9375 | USD/KZT: 460.06 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9760 | Diff: 0.55%
[22:54:21] OCR Snapshot: 6.9375 | USD/KZT: 460.06 | FRHC: (Live:151.63, Pre:N/A, Post:N/A) | Calculated: 6.9760 | Diff: 0.55%
[22:55:30] OCR Snapshot: 6.9375 | USD/KZT: 460.06 | FRHC: (Live:150.86, Pre:N/A, Post:N/A) | Calculated: 6.9405 | Diff: 0.04%
[22:56:38] OCR Snapshot: 6.9353 | USD/KZT: 460.06 | FRHC: (Live:150.86, Pre:N/A, Post:N/A) | Calculated: 6.9405 | Diff: 0.08%
[22:57:46] OCR Snapshot: 6.9353 | USD/KZT: 460.06 | FRHC: (Live:151.71, Pre:N/A, Post:N/A) | Calculated: 6.9796 | Diff: 0.64%
[22:58:55] OCR Snapshot: 6.9311 | USD/KZT: 460.06 | FRHC: (Live:151.71, Pre:N/A, Post:N/A) | Calculated: 6.9796 | Diff: 0.70%
[23:00:04] OCR Snapshot: 6.9334 | USD/KZT: 460.06 | FRHC: (Live:151.71, Pre:N/A, Post:N/A) | Calculated: 6.9796 | Diff: 0.66%
[23:01:12] OCR Snapshot: 6.9380 | USD/KZT: 460.48 | FRHC: (Live:151.71, Pre:N/A, Post:N/A) | Calculated: 6.9859 | Diff: 0.69%
[23:02:20] OCR Snapshot: 6.9380 | USD/KZT: 460.48 | FRHC: (Live:151.71, Pre:N/A, Post:N/A) | Calculated: 6.9859 | Diff: 0.69%
[23:03:29] OCR Snapshot: 6.9380 | USD/KZT: 460.48 | FRHC: (Live:151.71, Pre:N/A, Post:N/A) | Calculated: 6.9859 | Diff: 0.69%
[23:04:39] OCR Snapshot: 6.9380 | USD/KZT: 460.48 | FRHC: (Live:152.00, Pre:N/A, Post:N/A) | Calculated: 6.9992 | Diff: 0.87%
[23:05:48] OCR Snapshot: 6.9531 | USD/KZT: 460.48 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0144 | Diff: 0.87%
[23:06:56] OCR Snapshot: 6.9673 | USD/KZT: 460.48 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0144 | Diff: 0.67%
[23:08:04] OCR Snapshot: 6.9673 | USD/KZT: 460.48 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0144 | Diff: 0.67%
[23:09:13] OCR Snapshot: 6.9604 | USD/KZT: 460.48 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0144 | Diff: 0.77%
[23:10:21] OCR Snapshot: 6.9723 | USD/KZT: 460.62 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0167 | Diff: 0.63%
[23:11:29] OCR Snapshot: 6.9723 | USD/KZT: 460.62 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0167 | Diff: 0.63%
[23:12:38] OCR Snapshot: 6.9641 | USD/KZT: 460.62 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0167 | Diff: 0.75%
[23:13:47] OCR Snapshot: 6.9659 | USD/KZT: 460.62 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0167 | Diff: 0.72%
[23:14:55] OCR Snapshot: 6.9664 | USD/KZT: 460.62 | FRHC: (Live:152.33, Pre:N/A, Post:N/A) | Calculated: 7.0167 | Diff: 0.72%
[23:16:03] OCR Snapshot: 6.9792 | USD/KZT: 460.62 | FRHC: (Live:152.06, Pre:N/A, Post:N/A) | Calculated: 7.0043 | Diff: 0.36%
[23:17:12] OCR Snapshot: 6.9792 | USD/KZT: 460.62 | FRHC: (Live:152.55, Pre:N/A, Post:N/A) | Calculated: 7.0268 | Diff: 0.68%
[23:18:21] OCR Snapshot: 6.9755 | USD/KZT: 460.62 | FRHC: (Live:152.55, Pre:N/A, Post:N/A) | Calculated: 7.0268 | Diff: 0.73%
[23:19:29] OCR Snapshot: 6.9842 | USD/KZT: 460.62 | FRHC: (Live:152.55, Pre:N/A, Post:N/A) | Calculated: 7.0268 | Diff: 0.61%
[23:20:38] OCR Snapshot: 6.9842 | USD/KZT: 460.63 | FRHC: (Live:152.55, Pre:N/A, Post:N/A) | Calculated: 7.0270 | Diff: 0.61%
[23:21:46] OCR Snapshot: 6.9842 | USD/KZT: 460.63 | FRHC: (Live:152.55, Pre:N/A, Post:N/A) | Calculated: 7.0270 | Diff: 0.61%
[23:22:54] OCR Snapshot: 6.9865 | USD/KZT: 460.63 | FRHC: (Live:152.55, Pre:N/A, Post:N/A) | Calculated: 7.0270 | Diff: 0.58%
[23:24:03] OCR Snapshot: 6.9975 | USD/KZT: 460.63 | FRHC: (Live:152.95, Pre:N/A, Post:N/A) | Calculated: 7.0454 | Diff: 0.68%
[23:25:13] OCR Snapshot: 6.9879 | USD/KZT: 460.63 | FRHC: (Live:152.95, Pre:N/A, Post:N/A) | Calculated: 7.0454 | Diff: 0.82%
[23:26:22] OCR Snapshot: 7.0066 | USD/KZT: 460.63 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0625 | Diff: 0.79%
[23:27:30] OCR Snapshot: 6.9956 | USD/KZT: 460.63 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0625 | Diff: 0.95%
[23:28:45] OCR Snapshot: 6.9956 | USD/KZT: 460.63 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0625 | Diff: 0.95%
[23:29:54] OCR Snapshot: 7.0052 | USD/KZT: 460.63 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0625 | Diff: 0.81%
[23:31:03] OCR Snapshot: 7.0043 | USD/KZT: 460.00 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0528 | Diff: 0.69%
[23:32:20] OCR Snapshot: 7.0043 | USD/KZT: 460.00 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0528 | Diff: 0.69%
[23:33:54] OCR Snapshot: 7.0020 | USD/KZT: 460.00 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0528 | Diff: 0.72%
[23:35:08] OCR Snapshot: 7.0020 | USD/KZT: 460.00 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0528 | Diff: 0.72%
[23:36:21] OCR Snapshot: 7.0020 | USD/KZT: 460.00 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0528 | Diff: 0.72%
[23:37:30] OCR Snapshot: 7.0020 | USD/KZT: 460.00 | FRHC: (Live:152.81, Pre:N/A, Post:N/A) | Calculated: 7.0293 | Diff: 0.39%
[23:38:40] OCR Snapshot: 7.0020 | USD/KZT: 460.00 | FRHC: (Live:152.79, Pre:N/A, Post:N/A) | Calculated: 7.0284 | Diff: 0.38%
[23:39:48] OCR Snapshot: 7.0020 | USD/KZT: 460.00 | FRHC: (Live:152.79, Pre:N/A, Post:N/A) | Calculated: 7.0284 | Diff: 0.38%
[23:41:05] OCR Snapshot: 7.0226 | USD/KZT: 460.04 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0533 | Diff: 0.43%
[23:42:21] OCR Snapshot: 7.0112 | USD/KZT: 460.04 | FRHC: (Live:153.32, Pre:N/A, Post:N/A) | Calculated: 7.0533 | Diff: 0.60%
[23:43:30] OCR Snapshot: 7.0084 | USD/KZT: 460.04 | FRHC: (Live:153.43, Pre:N/A, Post:N/A) | Calculated: 7.0583 | Diff: 0.71%
[23:44:38] OCR Snapshot: 7.0094 | USD/KZT: 460.04 | FRHC: (Live:153.43, Pre:N/A, Post:N/A) | Calculated: 7.0583 | Diff: 0.69%
[23:45:47] OCR Snapshot: 7.0107 | USD/KZT: 460.04 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0418 | Diff: 0.44%
[23:46:55] OCR Snapshot: 6.9906 | USD/KZT: 460.04 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0418 | Diff: 0.73%
[23:48:04] OCR Snapshot: 6.9906 | USD/KZT: 460.04 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0418 | Diff: 0.73%
[23:49:14] OCR Snapshot: 6.9906 | USD/KZT: 460.04 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0418 | Diff: 0.73%
[23:50:23] OCR Snapshot: 6.9906 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.75%
[23:51:33] OCR Snapshot: 6.9906 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.75%
[23:52:41] OCR Snapshot: 6.9906 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.75%
[23:53:50] OCR Snapshot: 6.9906 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.75%
[23:55:04] OCR Snapshot: 6.9865 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.81%
[23:56:12] OCR Snapshot: 6.9787 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.92%
[23:57:32] OCR Snapshot: 6.9787 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.92%
[23:58:45] OCR Snapshot: 6.9787 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.92%
[23:59:54] OCR Snapshot: 6.9787 | USD/KZT: 460.14 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0434 | Diff: 0.92%
