[00:01:10] OCR Snapshot: 6.9787 | USD/KZT: 459.80 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0382 | Diff: 0.84%
[13:49:34] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
[13:50:42] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[13:51:50] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[13:52:58] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[13:54:06] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[13:55:14] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[13:56:22] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[13:57:32] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[13:58:41] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[13:59:50] OCR Snapshot: 6.9426 | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: 0.35%
[14:00:59] OCR Snapshot: N/A | USD/KZT: 458.94 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9668 | Diff: N/A
[14:02:09] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:03:17] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:04:26] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:05:35] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:06:43] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:07:51] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:09:00] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:10:08] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:11:16] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:12:25] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:13:33] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:14:48] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:15:56] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:17:06] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:18:14] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:19:23] OCR Snapshot: 6.9426 | USD/KZT: 458.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9663 | Diff: 0.34%
[14:20:32] OCR Snapshot: 6.9426 | USD/KZT: 459.21 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9709 | Diff: 0.41%
[14:21:40] OCR Snapshot: 6.9426 | USD/KZT: 459.21 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9709 | Diff: 0.41%
[14:22:48] OCR Snapshot: 6.9426 | USD/KZT: 459.21 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9709 | Diff: 0.41%
[14:23:56] OCR Snapshot: 6.9426 | USD/KZT: 459.21 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9709 | Diff: 0.41%
[14:25:15] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[14:26:23] OCR Snapshot: 6.9426 | USD/KZT: 459.21 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9709 | Diff: 0.41%
[14:27:32] OCR Snapshot: 6.9426 | USD/KZT: 459.21 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9709 | Diff: 0.41%
[14:28:41] OCR Snapshot: 6.9426 | USD/KZT: 459.21 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9709 | Diff: 0.41%
[14:29:49] OCR Snapshot: 6.9426 | USD/KZT: 459.21 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9709 | Diff: 0.41%
[14:30:57] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:32:05] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:33:14] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:34:22] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:35:30] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:36:43] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:37:51] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:38:59] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:40:07] OCR Snapshot: 6.9426 | USD/KZT: 458.65 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9624 | Diff: 0.28%
[14:41:16] OCR Snapshot: 6.9426 | USD/KZT: 458.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9639 | Diff: 0.31%
[14:42:24] OCR Snapshot: 6.9426 | USD/KZT: 458.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9639 | Diff: 0.31%
[14:43:33] OCR Snapshot: 6.9426 | USD/KZT: 458.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9639 | Diff: 0.31%
[14:44:41] OCR Snapshot: 6.9426 | USD/KZT: 458.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9639 | Diff: 0.31%
[14:45:50] OCR Snapshot: 6.9426 | USD/KZT: 458.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9639 | Diff: 0.31%
[14:46:59] OCR Snapshot: 6.9426 | USD/KZT: 458.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9639 | Diff: 0.31%
[14:48:07] OCR Snapshot: 6.9426 | USD/KZT: 458.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9639 | Diff: 0.31%
[14:49:16] OCR Snapshot: 6.9426 | USD/KZT: 458.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9639 | Diff: 0.31%
[14:50:24] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:51:32] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:52:40] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:53:49] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:55:00] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:56:08] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:57:16] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:58:24] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[14:59:33] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[15:00:41] OCR Snapshot: 6.9426 | USD/KZT: 458.89 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9660 | Diff: 0.34%
[15:01:49] OCR Snapshot: 6.9426 | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9571 | Diff: 0.21%
[15:02:57] OCR Snapshot: 6.9426 | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9571 | Diff: 0.21%
[15:04:05] OCR Snapshot: 6.9426 | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9571 | Diff: 0.21%
[15:05:14] OCR Snapshot: 6.9426 | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9571 | Diff: 0.21%
[15:06:22] OCR Snapshot: 6.9426 | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9571 | Diff: 0.21%
[15:07:31] OCR Snapshot: 6.9426 | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9571 | Diff: 0.21%
[15:08:40] OCR Snapshot: 6.9426 | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9571 | Diff: 0.21%
[15:09:49] OCR Snapshot: 6.9426 | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9571 | Diff: 0.21%
[15:10:57] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:12:05] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:13:13] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:14:21] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:15:29] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:16:37] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:17:45] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:18:54] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:20:02] OCR Snapshot: 6.9426 | USD/KZT: 458.43 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9589 | Diff: 0.23%
[15:21:10] OCR Snapshot: 6.9426 | USD/KZT: 458.40 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9586 | Diff: 0.23%
[15:22:18] OCR Snapshot: 6.9426 | USD/KZT: 458.40 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9586 | Diff: 0.23%
[15:23:27] OCR Snapshot: 6.9426 | USD/KZT: 458.40 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9586 | Diff: 0.23%
[15:24:35] OCR Snapshot: 6.9426 | USD/KZT: 458.40 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9586 | Diff: 0.23%
[15:25:44] OCR Snapshot: 6.9426 | USD/KZT: 458.40 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9586 | Diff: 0.23%
[15:26:52] OCR Snapshot: 6.9426 | USD/KZT: 458.40 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9586 | Diff: 0.23%
[15:28:00] OCR Snapshot: 6.9426 | USD/KZT: 458.40 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9586 | Diff: 0.23%
[15:29:09] OCR Snapshot: 6.9426 | USD/KZT: 458.40 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9586 | Diff: 0.23%
[15:30:17] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[15:31:24] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: N/A
[15:32:33] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[15:33:41] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[15:34:49] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[15:35:57] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[15:37:06] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[15:38:14] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[15:39:23] OCR Snapshot: 6.9426 | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9647 | Diff: 0.32%
[15:40:31] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:41:39] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:42:47] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:43:57] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:45:06] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:46:14] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:47:23] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:48:31] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:49:39] OCR Snapshot: 6.9426 | USD/KZT: 458.19 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9552 | Diff: 0.18%
[15:50:48] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[15:51:57] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[15:53:06] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[15:54:14] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[15:55:22] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[15:56:31] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[15:57:39] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[15:58:47] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[15:59:55] OCR Snapshot: 6.9426 | USD/KZT: 458.32 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9574 | Diff: 0.21%
[16:01:04] OCR Snapshot: 6.9426 | USD/KZT: 458.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9584 | Diff: 0.23%
[16:02:13] OCR Snapshot: 6.9426 | USD/KZT: 458.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9584 | Diff: 0.23%
[16:03:21] OCR Snapshot: 6.9426 | USD/KZT: 458.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9584 | Diff: 0.23%
[16:04:32] OCR Snapshot: 6.9426 | USD/KZT: 458.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9584 | Diff: 0.23%
[16:05:40] OCR Snapshot: 6.9426 | USD/KZT: 458.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9584 | Diff: 0.23%
[16:06:52] OCR Snapshot: N/A | USD/KZT: 458.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9584 | Diff: N/A
[16:08:00] OCR Snapshot: N/A | USD/KZT: 458.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9584 | Diff: N/A
[16:09:08] OCR Snapshot: N/A | USD/KZT: 458.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9584 | Diff: N/A
[16:10:16] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:11:24] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:12:32] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:13:40] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:14:49] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:15:58] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:17:06] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:18:14] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:19:22] OCR Snapshot: N/A | USD/KZT: 458.63 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9621 | Diff: N/A
[16:20:30] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:21:39] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:22:47] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:23:56] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:25:04] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:26:14] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:27:21] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:28:30] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:29:38] OCR Snapshot: N/A | USD/KZT: 458.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9578 | Diff: N/A
[16:30:46] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:31:54] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:33:02] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:34:09] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:35:18] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:36:26] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:37:34] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:38:42] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:39:50] OCR Snapshot: N/A | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9609 | Diff: N/A
[16:40:59] OCR Snapshot: N/A | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: N/A
[16:42:07] OCR Snapshot: N/A | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: N/A
[16:43:17] OCR Snapshot: 6.9426 | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: 0.30%
[16:44:26] OCR Snapshot: 6.9426 | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: 0.30%
[16:45:34] OCR Snapshot: 6.9426 | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: 0.30%
[16:46:43] OCR Snapshot: 6.9426 | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: 0.30%
[16:47:51] OCR Snapshot: 6.9426 | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: 0.30%
[16:48:59] OCR Snapshot: 6.9426 | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: 0.30%
[16:50:07] OCR Snapshot: 6.9426 | USD/KZT: 458.70 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9631 | Diff: 0.30%
[16:51:17] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9610 | Diff: 0.26%
[16:52:25] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9243 | Diff: 0.26%
